date,country,vpn_friendly,internet_freedom_index,remote_work_adoption,employment_rate
2024-11-13,UK,0.85,82.0,40,94.0
2024-11-14,UK,0.85,82.0,40,94.0
2024-11-15,UK,0.85,82.0,40,94.0
2024-11-16,UK,0.85,82.0,40,94.0
2024-11-17,UK,0.85,82.0,40,94.0
2024-11-18,UK,0.85,82.0,40,94.0
2024-11-19,UK,0.85,82.0,40,94.0
2024-11-20,UK,0.85,82.0,40,94.0
2024-11-21,UK,0.85,82.0,40,94.0
2024-11-22,UK,0.85,82.0,40,94.0
2024-11-23,UK,0.85,82.0,40,94.0
2024-11-24,UK,0.85,82.0,40,94.0
2024-11-25,UK,0.85,82.0,40,94.0
2024-11-26,UK,0.85,82.0,40,94.0
2024-11-27,UK,0.85,82.0,40,94.0
2024-11-28,UK,0.85,82.0,40,94.0
2024-11-29,UK,0.85,82.0,40,94.0
2024-11-30,UK,0.85,82.0,40,94.0
2024-12-01,UK,0.85,82.0,40,94.0
2024-12-02,UK,0.85,82.0,40,94.0
2024-12-03,UK,0.85,82.0,40,94.0
2024-12-04,UK,0.85,82.0,40,94.0
2024-12-05,UK,0.85,82.0,40,94.0
2024-12-06,UK,0.85,82.0,40,94.0
2024-12-07,UK,0.85,82.0,40,94.0
2024-12-08,UK,0.85,82.0,40,94.0
2024-12-09,UK,0.85,82.0,40,94.0
2024-12-10,UK,0.85,82.0,40,94.0
2024-12-11,UK,0.85,82.0,40,94.0
2024-12-12,UK,0.85,82.0,40,94.0
2024-12-13,UK,0.85,82.0,40,94.0
2024-12-14,UK,0.85,82.0,40,94.0
2024-12-15,UK,0.85,82.0,40,94.0
2024-12-16,UK,0.85,82.0,40,94.0
2024-12-17,UK,0.85,82.0,40,94.0
2024-12-18,UK,0.85,82.0,40,94.0
2024-12-19,UK,0.85,82.0,40,94.0
2024-12-20,UK,0.85,82.0,40,94.0
2024-12-21,UK,0.85,82.0,40,94.0
2024-12-22,UK,0.85,82.0,40,94.0
2024-12-23,UK,0.85,82.0,40,94.0
2024-12-24,UK,0.85,82.0,40,94.0
2024-12-25,UK,0.85,82.0,40,94.0
2024-12-26,UK,0.85,82.0,40,94.0
2024-12-27,UK,0.85,82.0,40,94.0
2024-12-28,UK,0.85,82.0,40,94.0
2024-12-29,UK,0.85,82.0,40,94.0
2024-12-30,UK,0.85,82.0,40,94.0
2024-12-31,UK,0.85,82.0,40,94.0
2025-01-01,UK,0.85,82.0,40,94.0
2025-01-02,UK,0.85,82.0,40,94.0
2025-01-03,UK,0.85,82.0,40,94.0
2025-01-04,UK,0.85,82.0,40,94.0
2025-01-05,UK,0.85,82.0,40,94.0
2025-01-06,UK,0.85,82.0,40,94.0
2025-01-07,UK,0.85,82.0,40,94.0
2025-01-08,UK,0.85,82.0,40,94.0
2025-01-09,UK,0.85,82.0,40,94.0
2025-01-10,UK,0.85,82.0,40,94.0
2025-01-11,UK,0.85,82.0,40,94.0
2025-01-12,UK,0.85,82.0,40,94.0
2025-01-13,UK,0.85,82.0,40,94.0
2025-01-14,UK,0.85,82.0,40,94.0
2025-01-15,UK,0.85,82.0,40,94.0
2025-01-16,UK,0.85,82.0,40,94.0
2025-01-17,UK,0.85,82.0,40,94.0
2025-01-18,UK,0.85,82.0,40,94.0
2025-01-19,UK,0.85,82.0,40,94.0
2025-01-20,UK,0.85,82.0,40,94.0
2025-01-21,UK,0.85,82.0,40,94.0
2025-01-22,UK,0.85,82.0,40,94.0
2025-01-23,UK,0.85,82.0,40,94.0
2025-01-24,UK,0.85,82.0,40,94.0
2025-01-25,UK,0.85,82.0,40,94.0
2025-01-26,UK,0.85,82.0,40,94.0
2025-01-27,UK,0.85,82.0,40,94.0
2025-01-28,UK,0.85,82.0,40,94.0
2025-01-29,UK,0.85,82.0,40,94.0
2025-01-30,UK,0.85,82.0,40,94.0
2025-01-31,UK,0.85,82.0,40,94.0
2025-02-01,UK,0.85,82.0,40,94.0
2025-02-02,UK,0.85,82.0,40,94.0
2025-02-03,UK,0.85,82.0,40,94.0
2025-02-04,UK,0.85,82.0,40,94.0
2025-02-05,UK,0.85,82.0,40,94.0
2025-02-06,UK,0.85,82.0,40,94.0
2025-02-07,UK,0.85,82.0,40,94.0
2023-02-08,DE,0.8,80.0,35,96.0
2023-02-09,DE,0.8,80.0,35,96.0
2023-02-10,DE,0.8,80.0,35,96.0
2023-02-11,DE,0.8,80.0,35,96.0
2023-02-12,DE,0.8,80.0,35,96.0
2023-02-13,DE,0.8,80.0,35,96.0
2023-02-14,DE,0.8,80.0,35,96.0
2023-02-15,DE,0.8,80.0,35,96.0
2023-02-16,DE,0.8,80.0,35,96.0
2023-02-17,DE,0.8,80.0,35,96.0
2023-02-18,DE,0.8,80.0,35,96.0
2023-02-19,DE,0.8,80.0,35,96.0
2023-02-20,DE,0.8,80.0,35,96.0
2023-02-21,DE,0.8,80.0,35,96.0
2023-02-22,DE,0.8,80.0,35,96.0
2023-02-23,DE,0.8,80.0,35,96.0
2023-02-24,DE,0.8,80.0,35,96.0
2023-02-25,DE,0.8,80.0,35,96.0
2023-02-26,DE,0.8,80.0,35,96.0
2023-02-27,DE,0.8,80.0,35,96.0
2023-02-28,DE,0.8,80.0,35,96.0
2023-03-01,DE,0.8,80.0,35,96.0
2023-03-02,DE,0.8,80.0,35,96.0
2023-03-03,DE,0.8,80.0,35,96.0
2023-03-04,DE,0.8,80.0,35,96.0
2023-03-05,DE,0.8,80.0,35,96.0
2023-03-06,DE,0.8,80.0,35,96.0
2023-03-07,DE,0.8,80.0,35,96.0
2023-03-08,DE,0.8,80.0,35,96.0
2023-03-09,DE,0.8,80.0,35,96.0
2023-03-10,DE,0.8,80.0,35,96.0
2023-03-11,DE,0.8,80.0,35,96.0
2023-03-12,DE,0.8,80.0,35,96.0
2023-03-13,DE,0.8,80.0,35,96.0
2023-03-14,DE,0.8,80.0,35,96.0
2023-03-15,DE,0.8,80.0,35,96.0
2023-03-16,DE,0.8,80.0,35,96.0
2023-03-17,DE,0.8,80.0,35,96.0
2023-03-18,DE,0.8,80.0,35,96.0
2023-03-19,DE,0.8,80.0,35,96.0
2023-03-20,DE,0.8,80.0,35,96.0
2023-03-21,DE,0.8,80.0,35,96.0
2023-03-22,DE,0.8,80.0,35,96.0
2023-03-23,DE,0.8,80.0,35,96.0
2023-03-24,DE,0.8,80.0,35,96.0
2023-03-25,DE,0.8,80.0,35,96.0
2023-03-26,DE,0.8,80.0,35,96.0
2023-03-27,DE,0.8,80.0,35,96.0
2023-03-28,DE,0.8,80.0,35,96.0
2023-03-29,DE,0.8,80.0,35,96.0
2023-03-30,DE,0.8,80.0,35,96.0
2023-03-31,DE,0.8,80.0,35,96.0
2023-04-01,DE,0.8,80.0,35,96.0
2023-04-02,DE,0.8,80.0,35,96.0
2023-04-03,DE,0.8,80.0,35,96.0
2023-04-04,DE,0.8,80.0,35,96.0
2023-04-05,DE,0.8,80.0,35,96.0
2023-04-06,DE,0.8,80.0,35,96.0
2023-04-07,DE,0.8,80.0,35,96.0
2023-04-08,DE,0.8,80.0,35,96.0
2023-04-09,DE,0.8,80.0,35,96.0
2023-04-10,DE,0.8,80.0,35,96.0
2023-04-11,DE,0.8,80.0,35,96.0
2023-04-12,DE,0.8,80.0,35,96.0
2023-04-13,DE,0.8,80.0,35,96.0
2023-04-14,DE,0.8,80.0,35,96.0
2023-04-15,DE,0.8,80.0,35,96.0
2023-04-16,DE,0.8,80.0,35,96.0
2023-04-17,DE,0.8,80.0,35,96.0
2023-04-18,DE,0.8,80.0,35,96.0
2023-04-19,DE,0.8,80.0,35,96.0
2023-04-20,DE,0.8,80.0,35,96.0
2023-04-21,DE,0.8,80.0,35,96.0
2023-04-22,DE,0.8,80.0,35,96.0
2023-04-23,DE,0.8,80.0,35,96.0
2023-04-24,DE,0.8,80.0,35,96.0
2023-04-25,DE,0.8,80.0,35,96.0
2023-04-26,DE,0.8,80.0,35,96.0
2023-04-27,DE,0.8,80.0,35,96.0
2023-04-28,DE,0.8,80.0,35,96.0
2023-04-29,DE,0.8,80.0,35,96.0
2023-04-30,DE,0.8,80.0,35,96.0
2023-05-01,DE,0.8,80.0,35,96.0
2023-05-02,DE,0.8,80.0,35,96.0
2023-05-03,DE,0.8,80.0,35,96.0
2023-05-04,DE,0.8,80.0,35,96.0
2023-05-05,DE,0.8,80.0,35,96.0
2023-05-06,DE,0.8,80.0,35,96.0
2023-05-07,DE,0.8,80.0,35,96.0
2023-05-08,DE,0.8,80.0,35,96.0
2023-05-09,DE,0.8,80.0,35,96.0
2023-05-10,DE,0.8,80.0,35,96.0
2023-05-11,DE,0.8,80.0,35,96.0
2023-05-12,DE,0.8,80.0,35,96.0
2023-05-13,DE,0.8,80.0,35,96.0
2023-05-14,DE,0.8,80.0,35,96.0
2023-05-15,DE,0.8,80.0,35,96.0
2023-05-16,DE,0.8,80.0,35,96.0
2023-05-17,DE,0.8,80.0,35,96.0
2023-05-18,DE,0.8,80.0,35,96.0
2023-05-19,DE,0.8,80.0,35,96.0
2023-05-20,DE,0.8,80.0,35,96.0
2023-05-21,DE,0.8,80.0,35,96.0
2023-05-22,DE,0.8,80.0,35,96.0
2023-05-23,DE,0.8,80.0,35,96.0
2023-05-24,DE,0.8,80.0,35,96.0
2023-05-25,DE,0.8,80.0,35,96.0
2023-05-26,DE,0.8,80.0,35,96.0
2023-05-27,DE,0.8,80.0,35,96.0
2023-05-28,DE,0.8,80.0,35,96.0
2023-05-29,DE,0.8,80.0,35,96.0
2023-05-30,DE,0.8,80.0,35,96.0
2023-05-31,DE,0.8,80.0,35,96.0
2023-06-01,DE,0.8,80.0,35,96.0
2023-06-02,DE,0.8,80.0,35,96.0
2023-06-03,DE,0.8,80.0,35,96.0
2023-06-04,DE,0.8,80.0,35,96.0
2023-06-05,DE,0.8,80.0,35,96.0
2023-06-06,DE,0.8,80.0,35,96.0
2023-06-07,DE,0.8,80.0,35,96.0
2023-06-08,DE,0.8,80.0,35,96.0
2023-06-09,DE,0.8,80.0,35,96.0
2023-06-10,DE,0.8,80.0,35,96.0
2023-06-11,DE,0.8,80.0,35,96.0
2023-06-12,DE,0.8,80.0,35,96.0
2023-06-13,DE,0.8,80.0,35,96.0
2023-06-14,DE,0.8,80.0,35,96.0
2023-06-15,DE,0.8,80.0,35,96.0
2023-06-16,DE,0.8,80.0,35,96.0
2023-06-17,DE,0.8,80.0,35,96.0
2023-06-18,DE,0.8,80.0,35,96.0
2023-06-19,DE,0.8,80.0,35,96.0
2023-06-20,DE,0.8,80.0,35,96.0
2023-06-21,DE,0.8,80.0,35,96.0
2023-06-22,DE,0.8,80.0,35,96.0
2023-06-23,DE,0.8,80.0,35,96.0
2023-06-24,DE,0.8,80.0,35,96.0
2023-06-25,DE,0.8,80.0,35,96.0
2023-06-26,DE,0.8,80.0,35,96.0
2023-06-27,DE,0.8,80.0,35,96.0
2023-06-28,DE,0.8,80.0,35,96.0
2023-06-29,DE,0.8,80.0,35,96.0
2023-06-30,DE,0.8,80.0,35,96.0
2023-07-01,DE,0.8,80.0,35,96.0
2023-07-02,DE,0.8,80.0,35,96.0
2023-07-03,DE,0.8,80.0,35,96.0
2023-07-04,DE,0.8,80.0,35,96.0
2023-07-05,DE,0.8,80.0,35,96.0
2023-07-06,DE,0.8,80.0,35,96.0
2023-07-07,DE,0.8,80.0,35,96.0
2023-07-08,DE,0.8,80.0,35,96.0
2023-07-09,DE,0.8,80.0,35,96.0
2023-07-10,DE,0.8,80.0,35,96.0
2023-07-11,DE,0.8,80.0,35,96.0
2023-07-12,DE,0.8,80.0,35,96.0
2023-07-13,DE,0.8,80.0,35,96.0
2023-07-14,DE,0.8,80.0,35,96.0
2023-07-15,DE,0.8,80.0,35,96.0
2023-07-16,DE,0.8,80.0,35,96.0
2023-07-17,DE,0.8,80.0,35,96.0
2023-07-18,DE,0.8,80.0,35,96.0
2023-07-19,DE,0.8,80.0,35,96.0
2023-07-20,DE,0.8,80.0,35,96.0
2023-07-21,DE,0.8,80.0,35,96.0
2023-07-22,DE,0.8,80.0,35,96.0
2023-07-23,DE,0.8,80.0,35,96.0
2023-07-24,DE,0.8,80.0,35,96.0
2023-07-25,DE,0.8,80.0,35,96.0
2023-07-26,DE,0.8,80.0,35,96.0
2023-07-27,DE,0.8,80.0,35,96.0
2023-07-28,DE,0.8,80.0,35,96.0
2023-07-29,DE,0.8,80.0,35,96.0
2023-07-30,DE,0.8,80.0,35,96.0
2023-07-31,DE,0.8,80.0,35,96.0
2023-08-01,DE,0.8,80.0,35,96.0
2023-08-02,DE,0.8,80.0,35,96.0
2023-08-03,DE,0.8,80.0,35,96.0
2023-08-04,DE,0.8,80.0,35,96.0
2023-08-05,DE,0.8,80.0,35,96.0
2023-08-06,DE,0.8,80.0,35,96.0
2023-08-07,DE,0.8,80.0,35,96.0
2023-08-08,DE,0.8,80.0,35,96.0
2023-08-09,DE,0.8,80.0,35,96.0
2023-08-10,DE,0.8,80.0,35,96.0
2023-08-11,DE,0.8,80.0,35,96.0
2023-08-12,DE,0.8,80.0,35,96.0
2023-08-13,DE,0.8,80.0,35,96.0
2023-08-14,DE,0.8,80.0,35,96.0
2023-08-15,DE,0.8,80.0,35,96.0
2023-08-16,DE,0.8,80.0,35,96.0
2023-08-17,DE,0.8,80.0,35,96.0
2023-08-18,DE,0.8,80.0,35,96.0
2023-08-19,DE,0.8,80.0,35,96.0
2023-08-20,DE,0.8,80.0,35,96.0
2023-08-21,DE,0.8,80.0,35,96.0
2023-08-22,DE,0.8,80.0,35,96.0
2023-08-23,DE,0.8,80.0,35,96.0
2023-08-24,DE,0.8,80.0,35,96.0
2023-08-25,DE,0.8,80.0,35,96.0
2023-08-26,DE,0.8,80.0,35,96.0
2023-08-27,DE,0.8,80.0,35,96.0
2023-08-28,DE,0.8,80.0,35,96.0
2023-08-29,DE,0.8,80.0,35,96.0
2023-08-30,DE,0.8,80.0,35,96.0
2023-08-31,DE,0.8,80.0,35,96.0
2023-09-01,DE,0.8,80.0,35,96.0
2023-09-02,DE,0.8,80.0,35,96.0
2023-09-03,DE,0.8,80.0,35,96.0
2023-09-04,DE,0.8,80.0,35,96.0
2023-09-05,DE,0.8,80.0,35,96.0
2023-09-06,DE,0.8,80.0,35,96.0
2023-09-07,DE,0.8,80.0,35,96.0
2023-09-08,DE,0.8,80.0,35,96.0
2023-09-09,DE,0.8,80.0,35,96.0
2023-09-10,DE,0.8,80.0,35,96.0
2023-09-11,DE,0.8,80.0,35,96.0
2023-09-12,DE,0.8,80.0,35,96.0
2023-09-13,DE,0.8,80.0,35,96.0
2023-09-14,DE,0.8,80.0,35,96.0
2023-09-15,DE,0.8,80.0,35,96.0
2023-09-16,DE,0.8,80.0,35,96.0
2023-09-17,DE,0.8,80.0,35,96.0
2023-09-18,DE,0.8,80.0,35,96.0
2023-09-19,DE,0.8,80.0,35,96.0
2023-09-20,DE,0.8,80.0,35,96.0
2023-09-21,DE,0.8,80.0,35,96.0
2023-09-22,DE,0.8,80.0,35,96.0
2023-09-23,DE,0.8,80.0,35,96.0
2023-09-24,DE,0.8,80.0,35,96.0
2023-09-25,DE,0.8,80.0,35,96.0
2023-09-26,DE,0.8,80.0,35,96.0
2023-09-27,DE,0.8,80.0,35,96.0
2023-09-28,DE,0.8,80.0,35,96.0
2023-09-29,DE,0.8,80.0,35,96.0
2023-09-30,DE,0.8,80.0,35,96.0
2023-10-01,DE,0.8,80.0,35,96.0
2023-10-02,DE,0.8,80.0,35,96.0
2023-10-03,DE,0.8,80.0,35,96.0
2023-10-04,DE,0.8,80.0,35,96.0
2023-10-05,DE,0.8,80.0,35,96.0
2023-10-06,DE,0.8,80.0,35,96.0
2023-10-07,DE,0.8,80.0,35,96.0
2023-10-08,DE,0.8,80.0,35,96.0
2023-10-09,DE,0.8,80.0,35,96.0
2023-10-10,DE,0.8,80.0,35,96.0
2023-10-11,DE,0.8,80.0,35,96.0
2023-10-12,DE,0.8,80.0,35,96.0
2023-10-13,DE,0.8,80.0,35,96.0
2023-10-14,DE,0.8,80.0,35,96.0
2023-10-15,DE,0.8,80.0,35,96.0
2023-10-16,DE,0.8,80.0,35,96.0
2023-10-17,DE,0.8,80.0,35,96.0
2023-10-18,DE,0.8,80.0,35,96.0
2023-10-19,DE,0.8,80.0,35,96.0
2023-10-20,DE,0.8,80.0,35,96.0
2023-10-21,DE,0.8,80.0,35,96.0
2023-10-22,DE,0.8,80.0,35,96.0
2023-10-23,DE,0.8,80.0,35,96.0
2023-10-24,DE,0.8,80.0,35,96.0
2023-10-25,DE,0.8,80.0,35,96.0
2023-10-26,DE,0.8,80.0,35,96.0
2023-10-27,DE,0.8,80.0,35,96.0
2023-10-28,DE,0.8,80.0,35,96.0
2023-10-29,DE,0.8,80.0,35,96.0
2023-10-30,DE,0.8,80.0,35,96.0
2023-10-31,DE,0.8,80.0,35,96.0
2023-11-01,DE,0.8,80.0,35,96.0
2023-11-02,DE,0.8,80.0,35,96.0
2023-11-03,DE,0.8,80.0,35,96.0
2023-11-04,DE,0.8,80.0,35,96.0
2023-11-05,DE,0.8,80.0,35,96.0
2023-11-06,DE,0.8,80.0,35,96.0
2023-11-07,DE,0.8,80.0,35,96.0
2023-11-08,DE,0.8,80.0,35,96.0
2023-11-09,DE,0.8,80.0,35,96.0
2023-11-10,DE,0.8,80.0,35,96.0
2023-11-11,DE,0.8,80.0,35,96.0
2023-11-12,DE,0.8,80.0,35,96.0
2023-11-13,DE,0.8,80.0,35,96.0
2023-11-14,DE,0.8,80.0,35,96.0
2023-11-15,DE,0.8,80.0,35,96.0
2023-11-16,DE,0.8,80.0,35,96.0
2023-11-17,DE,0.8,80.0,35,96.0
2023-11-18,DE,0.8,80.0,35,96.0
2023-11-19,DE,0.8,80.0,35,96.0
2023-11-20,DE,0.8,80.0,35,96.0
2023-11-21,DE,0.8,80.0,35,96.0
2023-11-22,DE,0.8,80.0,35,96.0
2023-11-23,DE,0.8,80.0,35,96.0
2023-11-24,DE,0.8,80.0,35,96.0
2023-11-25,DE,0.8,80.0,35,96.0
2023-11-26,DE,0.8,80.0,35,96.0
2023-11-27,DE,0.8,80.0,35,96.0
2023-11-28,DE,0.8,80.0,35,96.0
2023-11-29,DE,0.8,80.0,35,96.0
2023-11-30,DE,0.8,80.0,35,96.0
2023-12-01,DE,0.8,80.0,35,96.0
2023-12-02,DE,0.8,80.0,35,96.0
2023-12-03,DE,0.8,80.0,35,96.0
2023-12-04,DE,0.8,80.0,35,96.0
2023-12-05,DE,0.8,80.0,35,96.0
2023-12-06,DE,0.8,80.0,35,96.0
2023-12-07,DE,0.8,80.0,35,96.0
2023-12-08,DE,0.8,80.0,35,96.0
2023-12-09,DE,0.8,80.0,35,96.0
2023-12-10,DE,0.8,80.0,35,96.0
2023-12-11,DE,0.8,80.0,35,96.0
2023-12-12,DE,0.8,80.0,35,96.0
2023-12-13,DE,0.8,80.0,35,96.0
2023-12-14,DE,0.8,80.0,35,96.0
2023-12-15,DE,0.8,80.0,35,96.0
2023-12-16,DE,0.8,80.0,35,96.0
2023-12-17,DE,0.8,80.0,35,96.0
2023-12-18,DE,0.8,80.0,35,96.0
2023-12-19,DE,0.8,80.0,35,96.0
2023-12-20,DE,0.8,80.0,35,96.0
2023-12-21,DE,0.8,80.0,35,96.0
2023-12-22,DE,0.8,80.0,35,96.0
2023-12-23,DE,0.8,80.0,35,96.0
2023-12-24,DE,0.8,80.0,35,96.0
2023-12-25,DE,0.8,80.0,35,96.0
2023-12-26,DE,0.8,80.0,35,96.0
2023-12-27,DE,0.8,80.0,35,96.0
2023-12-28,DE,0.8,80.0,35,96.0
2023-12-29,DE,0.8,80.0,35,96.0
2023-12-30,DE,0.8,80.0,35,96.0
2023-12-31,DE,0.8,80.0,35,96.0
2024-01-01,DE,0.8,80.0,35,96.0
2024-01-02,DE,0.8,80.0,35,96.0
2024-01-03,DE,0.8,80.0,35,96.0
2024-01-04,DE,0.8,80.0,35,96.0
2024-01-05,DE,0.8,80.0,35,96.0
2024-01-06,DE,0.8,80.0,35,96.0
2024-01-07,DE,0.8,80.0,35,96.0
2024-01-08,DE,0.8,80.0,35,96.0
2024-01-09,DE,0.8,80.0,35,96.0
2024-01-10,DE,0.8,80.0,35,96.0
2024-01-11,DE,0.8,80.0,35,96.0
2024-01-12,DE,0.8,80.0,35,96.0
2024-01-13,DE,0.8,80.0,35,96.0
2024-01-14,DE,0.8,80.0,35,96.0
2024-01-15,DE,0.8,80.0,35,96.0
2024-01-16,DE,0.8,80.0,35,96.0
2024-01-17,DE,0.8,80.0,35,96.0
2024-01-18,DE,0.8,80.0,35,96.0
2024-01-19,DE,0.8,80.0,35,96.0
2024-01-20,DE,0.8,80.0,35,96.0
2024-01-21,DE,0.8,80.0,35,96.0
2024-01-22,DE,0.8,80.0,35,96.0
2024-01-23,DE,0.8,80.0,35,96.0
2024-01-24,DE,0.8,80.0,35,96.0
2024-01-25,DE,0.8,80.0,35,96.0
2024-01-26,DE,0.8,80.0,35,96.0
2024-01-27,DE,0.8,80.0,35,96.0
2024-01-28,DE,0.8,80.0,35,96.0
2024-01-29,DE,0.8,80.0,35,96.0
2024-01-30,DE,0.8,80.0,35,96.0
2024-01-31,DE,0.8,80.0,35,96.0
2024-02-01,DE,0.8,80.0,35,96.0
2024-02-02,DE,0.8,80.0,35,96.0
2024-02-03,DE,0.8,80.0,35,96.0
2024-02-04,DE,0.8,80.0,35,96.0
2024-02-05,DE,0.8,80.0,35,96.0
2024-02-06,DE,0.8,80.0,35,96.0
2024-02-07,DE,0.8,80.0,35,96.0
2024-02-08,DE,0.8,80.0,35,96.0
2024-02-09,DE,0.8,80.0,35,96.0
2024-02-10,DE,0.8,80.0,35,96.0
2024-02-11,DE,0.8,80.0,35,96.0
2024-02-12,DE,0.8,80.0,35,96.0
2024-02-13,DE,0.8,80.0,35,96.0
2024-02-14,DE,0.8,80.0,35,96.0
2024-02-15,DE,0.8,80.0,35,96.0
2024-02-16,DE,0.8,80.0,35,96.0
2024-02-17,DE,0.8,80.0,35,96.0
2024-02-18,DE,0.8,80.0,35,96.0
2024-02-19,DE,0.8,80.0,35,96.0
2024-02-20,DE,0.8,80.0,35,96.0
2024-02-21,DE,0.8,80.0,35,96.0
2024-02-22,DE,0.8,80.0,35,96.0
2024-02-23,DE,0.8,80.0,35,96.0
2024-02-24,DE,0.8,80.0,35,96.0
2024-02-25,DE,0.8,80.0,35,96.0
2024-02-26,DE,0.8,80.0,35,96.0
2024-02-27,DE,0.8,80.0,35,96.0
2024-02-28,DE,0.8,80.0,35,96.0
2024-02-29,DE,0.8,80.0,35,96.0
2024-03-01,DE,0.8,80.0,35,96.0
2024-03-02,DE,0.8,80.0,35,96.0
2024-03-03,DE,0.8,80.0,35,96.0
2024-03-04,DE,0.8,80.0,35,96.0
2024-03-05,DE,0.8,80.0,35,96.0
2024-03-06,DE,0.8,80.0,35,96.0
2024-03-07,DE,0.8,80.0,35,96.0
2024-03-08,DE,0.8,80.0,35,96.0
2024-03-09,DE,0.8,80.0,35,96.0
2024-03-10,DE,0.8,80.0,35,96.0
2024-03-11,DE,0.8,80.0,35,96.0
2024-03-12,DE,0.8,80.0,35,96.0
2024-03-13,DE,0.8,80.0,35,96.0
2024-03-14,DE,0.8,80.0,35,96.0
2024-03-15,DE,0.8,80.0,35,96.0
2024-03-16,DE,0.8,80.0,35,96.0
2024-03-17,DE,0.8,80.0,35,96.0
2024-03-18,DE,0.8,80.0,35,96.0
2024-03-19,DE,0.8,80.0,35,96.0
2024-03-20,DE,0.8,80.0,35,96.0
2024-03-21,DE,0.8,80.0,35,96.0
2024-03-22,DE,0.8,80.0,35,96.0
2024-03-23,DE,0.8,80.0,35,96.0
2024-03-24,DE,0.8,80.0,35,96.0
2024-03-25,DE,0.8,80.0,35,96.0
2024-03-26,DE,0.8,80.0,35,96.0
2024-03-27,DE,0.8,80.0,35,96.0
2024-03-28,DE,0.8,80.0,35,96.0
2024-03-29,DE,0.8,80.0,35,96.0
2024-03-30,DE,0.8,80.0,35,96.0
2024-03-31,DE,0.8,80.0,35,96.0
2024-04-01,DE,0.8,80.0,35,96.0
2024-04-02,DE,0.8,80.0,35,96.0
2024-04-03,DE,0.8,80.0,35,96.0
2024-04-04,DE,0.8,80.0,35,96.0
2024-04-05,DE,0.8,80.0,35,96.0
2024-04-06,DE,0.8,80.0,35,96.0
2024-04-07,DE,0.8,80.0,35,96.0
2024-04-08,DE,0.8,80.0,35,96.0
2024-04-09,DE,0.8,80.0,35,96.0
2024-04-10,DE,0.8,80.0,35,96.0
2024-04-11,DE,0.8,80.0,35,96.0
2024-04-12,DE,0.8,80.0,35,96.0
2024-04-13,DE,0.8,80.0,35,96.0
2024-04-14,DE,0.8,80.0,35,96.0
2024-04-15,DE,0.8,80.0,35,96.0
2024-04-16,DE,0.8,80.0,35,96.0
2024-04-17,DE,0.8,80.0,35,96.0
2024-04-18,DE,0.8,80.0,35,96.0
2024-04-19,DE,0.8,80.0,35,96.0
2024-04-20,DE,0.8,80.0,35,96.0
2024-04-21,DE,0.8,80.0,35,96.0
2024-04-22,DE,0.8,80.0,35,96.0
2024-04-23,DE,0.8,80.0,35,96.0
2024-04-24,DE,False,50.0,35,96.0
2024-04-25,DE,False,50.33333333333333,35,96.0
2024-04-26,DE,False,50.66666666666667,35,96.0
2024-04-27,DE,False,51.0,35,96.0
2024-04-28,DE,False,51.33333333333333,35,96.0
2024-04-29,DE,False,51.66666666666667,35,96.0
2024-04-30,DE,False,52.0,35,96.0
2024-05-01,DE,False,52.333333333333336,35,96.0
2024-05-02,DE,False,52.666666666666664,35,96.0
2024-05-03,DE,False,53.0,35,96.0
2024-05-04,DE,False,53.333333333333336,35,96.0
2024-05-05,DE,False,53.66666666666667,35,96.0
2024-05-06,DE,False,54.0,35,96.0
2024-05-07,DE,False,54.33333333333333,35,96.0
2024-05-08,DE,False,54.66666666666667,35,96.0
2024-05-09,DE,False,55.0,35,96.0
2024-05-10,DE,False,55.33333333333333,35,96.0
2024-05-11,DE,False,55.666666666666664,35,96.0
2024-05-12,DE,False,56.0,35,96.0
2024-05-13,DE,False,56.33333333333333,35,96.0
2024-05-14,DE,False,56.666666666666664,35,96.0
2024-05-15,DE,False,57.0,35,96.0
2024-05-16,DE,False,57.333333333333336,35,96.0
2024-05-17,DE,False,57.666666666666664,35,96.0
2024-05-18,DE,False,58.0,35,96.0
2024-05-19,DE,False,58.333333333333336,35,96.0
2024-05-20,DE,False,58.66666666666667,35,96.0
2024-05-21,DE,False,59.0,35,96.0
2024-05-22,DE,False,59.333333333333336,35,96.0
2024-05-23,DE,False,59.66666666666667,35,96.0
2024-05-24,DE,False,60.0,35,96.0
2024-05-25,DE,False,60.33333333333333,35,96.0
2024-05-26,DE,False,60.66666666666667,35,96.0
2024-05-27,DE,False,61.0,35,96.0
2024-05-28,DE,False,61.33333333333333,35,96.0
2024-05-29,DE,False,61.666666666666664,35,96.0
2024-05-30,DE,False,62.0,35,96.0
2024-05-31,DE,False,62.333333333333336,35,96.0
2024-06-01,DE,False,62.66666666666667,35,96.0
2024-06-02,DE,False,63.0,35,96.0
2024-06-03,DE,False,63.33333333333333,35,96.0
2024-06-04,DE,False,63.666666666666664,35,96.0
2024-06-05,DE,False,64.0,35,96.0
2024-06-06,DE,False,64.33333333333334,35,96.0
2024-06-07,DE,False,64.66666666666667,35,96.0
2024-06-08,DE,False,65.0,35,96.0
2024-06-09,DE,False,65.33333333333333,35,96.0
2024-06-10,DE,False,65.66666666666667,35,96.0
2024-06-11,DE,False,66.0,35,96.0
2024-06-12,DE,False,66.33333333333333,35,96.0
2024-06-13,DE,False,66.66666666666667,35,96.0
2024-06-14,DE,False,67.0,35,96.0
